algorithm,primal_lb,instance,status,time_elapsed,num_items,num_classes,repetition,pisinger_R,knapsack_generator,optimal
mckp,471952.0,circle_1000-rnduniform-rnduniform-1000-20-1,feasible,29.403697808,1000,20,1,1000,circle,True
mckp,484422.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-20-2,feasible,8.905661768,1000,20,2,1000,span_uncorrelated,True
compact,87467.0,mstr_1000-rnduniform-rnduniform-200-20-9,feasible,0.0873529911041259,200,20,9,1000,mstr,True
compact,44141.0,span_strongly_correlated_1000-rnduniform-rnduniform-200-20-1,feasible,0.0560510158538818,200,20,1,1000,span_strongly_correlated,True
mckp,4825772.0,circle_10000-rnduniform-rnduniform-1000-20-5,feasible,205.528393726,1000,20,5,10000,circle,True
compact,5923643.999999999,almost_strongly_correlated_10000-rnduniform-rnduniform-2000-100-2,feasible,16.36948800086975,2000,100,2,10000,almost_strongly_correlated,False
mckp,285402.0,strongly_correlated_1000-rnduniform-rnduniform-1000-100-1,feasible,1.476480017,1000,100,1,1000,strongly_correlated,True
mckp,440490.0,profit_ceiling_1000-rnduniform-rnduniform-2000-20-0,feasible,149.506707081,2000,20,0,1000,profit_ceiling,True
compact,143290.0,almost_strongly_correlated_1000-rnduniform-rnduniform-500-20-0,feasible,0.442451000213623,500,20,0,1000,almost_strongly_correlated,True
mckp,336420.0,span_weakly_correlated_1000-rnduniform-rnduniform-2000-20-3,feasible,57.548337101,2000,20,3,1000,span_weakly_correlated,True
mckp,1933964.0,uncorrelated_10000-rnduniform-rnduniform-500-20-4,feasible,40.212696744,500,20,4,10000,uncorrelated,True
mckp,4746925.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-0,feasible,81.651426482,2000,100,0,10000,inverse_strongly_correlated,True
compact,453695.0,circle_1000-rnduniform-rnduniform-1000-20-0,feasible,0.2710990905761719,1000,20,0,1000,circle,True
compact,46455.0,profit_ceiling_1000-rnduniform-rnduniform-200-20-1,feasible,0.0607190132141113,200,20,1,1000,profit_ceiling,True
compact,734919.0,mstr_1000-rnduniform-rnduniform-2000-100-0,feasible,3600.001801967621,2000,100,0,1000,mstr,False
compact,229681.99999999985,circle_1000-rnduniform-rnduniform-500-20-3,feasible,0.225870132446289,500,20,3,1000,circle,True
compact,1592363.0,strongly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,3600.0007281303406,500,20,6,10000,strongly_correlated,False
compact,118551.0,profit_ceiling_1000-rnduniform-rnduniform-500-20-4,feasible,0.0044119358062744,500,20,4,1000,profit_ceiling,True
mckp,1003943.0,circle_10000-rnduniform-rnduniform-200-20-7,feasible,4.69927399,200,20,7,10000,circle,True
mckp,372278.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-2,feasible,1.88799046,1000,100,2,1000,uncorrelated,True
compact,292760.0,weakly_correlated_1000-rnduniform-rnduniform-1000-100-8,feasible,0.1149380207061767,1000,100,8,1000,weakly_correlated,True
mckp,270761.0,weakly_correlated_1000-rnduniform-rnduniform-1000-20-4,feasible,41.731248099,1000,20,4,1000,weakly_correlated,True
mckp,519780.0,profit_ceiling_1000-rnduniform-rnduniform-2000-100-7,feasible,15.887408714,2000,100,7,1000,profit_ceiling,True
compact,2254900.0,subset_sum_10000-rnduniform-rnduniform-1000-20-0,feasible,0.0131170749664306,1000,20,0,10000,subset_sum,True
compact,101446.0,span_weakly_correlated_1000-rnduniform-rnduniform-500-20-1,feasible,0.0332307815551757,500,20,1,1000,span_weakly_correlated,True
compact,1495244.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-0,feasible,3600.0011398792267,500,20,0,10000,span_strongly_correlated,False
mckp,296321.0,almost_strongly_correlated_1000-rnduniform-rnduniform-1000-100-3,feasible,1.4654302199999998,1000,100,3,1000,almost_strongly_correlated,True
mckp,487276.0,weakly_correlated_1000-rnduniform-rnduniform-2000-20-0,feasible,843.9271716869999,2000,20,0,1000,weakly_correlated,True
compact,555865.0,mstr_10000-rnduniform-rnduniform-200-20-9,feasible,0.2314531803131103,200,20,9,10000,mstr,True
mckp,76989.0,uncorrelated_1000-rnduniform-rnduniform-200-20-4,feasible,0.330850192,200,20,4,1000,uncorrelated,True
compact,874777.0,circle_10000-rnduniform-rnduniform-200-20-0,feasible,0.2566399574279785,200,20,0,10000,circle,True
compact,3053625.0,strongly_correlated_10000-rnduniform-rnduniform-1000-20-3,feasible,3600.0010340213776,1000,20,3,10000,strongly_correlated,False
mckp,2324118.0,profit_ceiling_10000-rnduniform-rnduniform-1000-100-2,feasible,18.373338091,1000,100,2,10000,profit_ceiling,True
mckp,23912.0,weakly_correlated_1000-rnduniform-rnduniform-100-20-3,feasible,0.14066244,100,20,3,1000,weakly_correlated,True
compact,122225.0,subset_sum_10000-rnduniform-rnduniform-50-20-8,feasible,0.02555513381958,50,20,8,10000,subset_sum,True
mckp,4910585.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-100-5,feasible,23.174887887,1000,100,5,10000,span_uncorrelated,True
mckp,180450.0,span_weakly_correlated_1000-rnduniform-rnduniform-500-20-3,feasible,3.41289093,500,20,3,1000,span_weakly_correlated,True
compact,755234.0,mstr_1000-rnduniform-rnduniform-2000-20-2,feasible,3600.001762151718,2000,20,2,1000,mstr,False
compact,309764.0,almost_strongly_correlated_1000-rnduniform-rnduniform-1000-100-5,feasible,0.2356958389282226,1000,100,5,1000,almost_strongly_correlated,True
mckp,287296.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-20-1,feasible,11.842558266,1000,20,1,1000,span_weakly_correlated,True
mckp,25941.0,profit_ceiling_1000-rnduniform-rnduniform-100-20-7,feasible,0.182723685,100,20,7,1000,profit_ceiling,True
compact,328908.0,uncorrelated_10000-rnduniform-rnduniform-100-20-3,feasible,0.0040698051452636,100,20,3,10000,uncorrelated,True
mckp,295952.0,strongly_correlated_1000-rnduniform-rnduniform-1000-20-2,feasible,23.060977249,1000,20,2,1000,strongly_correlated,True
compact,920466.0,circle_10000-rnduniform-rnduniform-200-20-3,feasible,0.038409948348999,200,20,3,10000,circle,True
mckp,293304.0,span_uncorrelated_1000-rnduniform-rnduniform-1000-100-3,feasible,4.861704498,1000,100,3,1000,span_uncorrelated,True
compact,210782.0,mstr_1000-rnduniform-rnduniform-500-20-8,feasible,0.133970022201538,500,20,8,1000,mstr,True
mckp,128420.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-500-0,feasible,0.4577264,1000,500,0,1000,span_weakly_correlated,True
compact,5799804.0,strongly_correlated_10000-rnduniform-rnduniform-2000-100-1,feasible,3600.001811027527,2000,100,1,10000,strongly_correlated,False
mckp,32393.0,uncorrelated_similar-rnduniform-rnduniform-100-20-1,feasible,57.096036713,100,20,1,100000,uncorrelated_similar,True
compact,45174.0,subset_sum_1000-rnduniform-rnduniform-200-20-2,feasible,0.0046961307525634,200,20,2,1000,subset_sum,True
mckp,6114366.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-20-9,feasible,46.659464014,1000,20,9,10000,span_uncorrelated,True
compact,88526.0,span_uncorrelated_1000-rnduniform-rnduniform-200-20-5,feasible,0.007275104522705,200,20,5,1000,span_uncorrelated,True
mckp,2428047.0,subset_sum_10000-rnduniform-rnduniform-1000-20-3,feasible,193.002991431,1000,20,3,10000,subset_sum,True
mckp,474596.0,weakly_correlated_10000-rnduniform-rnduniform-200-20-0,feasible,3.407784411,200,20,0,10000,weakly_correlated,True
compact,36704.0,uncorrelated_similar-rnduniform-rnduniform-100-20-4,feasible,0.0049669742584228,100,20,4,100000,uncorrelated_similar,True
compact,440678.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-200-100-0,feasible,0.0250220298767089,200,100,0,10000,inverse_strongly_correlated,True
mckp,2519638.0,span_strongly_correlated_10000-rnduniform-rnduniform-500-20-6,feasible,44.026901076,500,20,6,10000,span_strongly_correlated,True
mckp,3999835.0,uncorrelated_10000-rnduniform-rnduniform-1000-100-6,feasible,18.49755673,1000,100,6,10000,uncorrelated,True
compact,348931.0,span_weakly_correlated_10000-rnduniform-rnduniform-200-20-7,feasible,3600.000330924988,200,20,7,10000,span_weakly_correlated,False
compact,5056665.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-6,feasible,0.0307838916778564,2000,20,6,10000,profit_ceiling,False
compact,22906.0,subset_sum_1000-rnduniform-rnduniform-100-20-0,feasible,0.0160810947418212,100,20,0,1000,subset_sum,True
compact,481314.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-2000-100-1,feasible,3600.001358985901,2000,100,1,1000,inverse_strongly_correlated,False
mckp,271311.0,mstr_10000-rnduniform-rnduniform-100-20-9,feasible,2.554881925,100,20,9,10000,mstr,True
compact,558476.0,weakly_correlated_10000-rnduniform-rnduniform-200-20-8,feasible,0.0696189403533935,200,20,8,10000,weakly_correlated,True
compact,2800754.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-0,feasible,0.3568148612976074,1000,100,0,10000,strongly_correlated,False
mckp,5048685.0,profit_ceiling_10000-rnduniform-rnduniform-2000-500-6,feasible,58.866033618,2000,500,6,10000,profit_ceiling,True
compact,273780.0,mstr_10000-rnduniform-rnduniform-100-20-8,feasible,0.0878489017486572,100,20,8,10000,mstr,True
mckp,6947251.0,span_weakly_correlated_10000-rnduniform-rnduniform-2000-100-7,feasible,64.777336116,2000,100,7,10000,span_weakly_correlated,True
mckp,3259304.0,strongly_correlated_10000-rnduniform-rnduniform-1000-20-6,feasible,396.490259218,1000,20,6,10000,strongly_correlated,True
compact,75348.0,span_uncorrelated_1000-rnduniform-rnduniform-200-100-0,feasible,0.0049138069152832,200,100,0,1000,span_uncorrelated,True
mckp,4759692.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-20-1,feasible,186.549552495,2000,20,1,10000,span_strongly_correlated,True
mckp,192158.0,mstr_1000-rnduniform-rnduniform-500-20-4,feasible,6.032933753,500,20,4,1000,mstr,True
compact,471794.0,subset_sum_10000-rnduniform-rnduniform-200-20-5,feasible,0.0398108959197998,200,20,5,10000,subset_sum,True
compact,29745.0,strongly_correlated_1000-rnduniform-rnduniform-100-20-7,feasible,0.0433380603790283,100,20,7,1000,strongly_correlated,True
compact,23014.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-100-20-1,feasible,0.0865049362182617,100,20,1,1000,inverse_strongly_correlated,True
compact,3918574.0,uncorrelated_10000-rnduniform-rnduniform-1000-100-3,feasible,0.0770299434661865,1000,100,3,10000,uncorrelated,True
mckp,4712883.0,profit_ceiling_10000-rnduniform-rnduniform-2000-100-3,feasible,105.369950096,2000,100,3,10000,profit_ceiling,True
mckp,2127080.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-1000-500-0,feasible,25.458141473,1000,500,0,10000,inverse_strongly_correlated,True
compact,2644481.0,mstr_10000-rnduniform-rnduniform-1000-20-6,feasible,3600.000818014145,1000,20,6,10000,mstr,False
mckp,94841.0,circle_1000-rnduniform-rnduniform-200-20-6,feasible,0.357154108,200,20,6,1000,circle,True
mckp,7376147.0,uncorrelated_10000-rnduniform-rnduniform-2000-100-0,feasible,73.976804095,2000,100,0,10000,uncorrelated,True
compact,384696.0,mstr_1000-rnduniform-rnduniform-1000-20-3,feasible,79.01432085037231,1000,20,3,1000,mstr,True
compact,50882.0,subset_sum_1000-rnduniform-rnduniform-200-20-9,feasible,0.0045101642608642,200,20,9,1000,subset_sum,True
compact,142948.0,mstr_10000-rnduniform-rnduniform-50-20-6,feasible,0.0204980373382568,50,20,6,10000,mstr,True
compact,2910713.0,weakly_correlated_10000-rnduniform-rnduniform-1000-100-9,feasible,0.0999979972839355,1000,100,9,10000,weakly_correlated,False
mckp,7958530.0,uncorrelated_10000-rnduniform-rnduniform-2000-20-3,feasible,3966.90441896,2000,20,3,10000,uncorrelated,False
mckp,549319.0,weakly_correlated_1000-rnduniform-rnduniform-2000-20-5,feasible,331.13117168400004,2000,20,5,1000,weakly_correlated,True
mckp,344778.0,almost_strongly_correlated_1000-rnduniform-rnduniform-1000-20-9,feasible,47.882370805,1000,20,9,1000,almost_strongly_correlated,True
mckp,256655.0,subset_sum_1000-rnduniform-rnduniform-1000-100-6,feasible,1.654760727,1000,100,6,1000,subset_sum,True
compact,227805.0,profit_ceiling_1000-rnduniform-rnduniform-1000-100-1,feasible,0.0651638507843017,1000,100,1,1000,profit_ceiling,True
mckp,487599.0,subset_sum_1000-rnduniform-rnduniform-2000-100-3,feasible,11.485048574,2000,100,3,1000,subset_sum,True
compact,59329.0,almost_strongly_correlated_1000-rnduniform-rnduniform-200-20-3,feasible,0.0409250259399414,200,20,3,1000,almost_strongly_correlated,True
compact,238123.0,subset_sum_1000-rnduniform-rnduniform-1000-20-3,feasible,0.0065829753875732,1000,20,3,1000,subset_sum,True
mckp,72374.0,mstr_1000-rnduniform-rnduniform-200-100-1,feasible,0.275180319,200,100,1,1000,mstr,True
compact,215377.0,subset_sum_10000-rnduniform-rnduniform-100-20-0,feasible,0.2453839778900146,100,20,0,10000,subset_sum,True
mckp,448190.0,span_strongly_correlated_10000-rnduniform-rnduniform-100-20-3,feasible,4.443129278,100,20,3,10000,span_strongly_correlated,True
mckp,2962155.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-500-0,feasible,30.080881404000003,1000,500,0,10000,span_weakly_correlated,True
mckp,4658208.0,circle_10000-rnduniform-rnduniform-1000-20-3,feasible,195.904358462,1000,20,3,10000,circle,True
mckp,143290.0,almost_strongly_correlated_1000-rnduniform-rnduniform-500-20-0,feasible,5.920765474,500,20,0,1000,almost_strongly_correlated,True
mckp,4786610.0,subset_sum_10000-rnduniform-rnduniform-2000-100-3,feasible,91.681780032,2000,100,3,10000,subset_sum,True
mckp,743791.0,uncorrelated_similar-rnduniform-rnduniform-2000-100-5,feasible,1541.134771008,2000,100,5,100000,uncorrelated_similar,True
compact,457728.0,subset_sum_10000-rnduniform-rnduniform-200-100-1,feasible,0.0034999847412109,200,100,1,10000,subset_sum,True
mckp,187522.0,uncorrelated_similar-rnduniform-rnduniform-500-20-4,feasible,324.399403717,500,20,4,100000,uncorrelated_similar,True
compact,508900.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-2000-100-3,feasible,3600.0015020370483,2000,100,3,1000,inverse_strongly_correlated,False
mckp,5056665.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-6,feasible,3285.211366839,2000,20,6,10000,profit_ceiling,True
mckp,260802.0,profit_ceiling_1000-rnduniform-rnduniform-1000-100-7,feasible,1.476278974,1000,100,7,1000,profit_ceiling,True
mckp,1888446.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-20-4,feasible,24.295945801,500,20,4,10000,span_weakly_correlated,True
compact,223902.0,profit_ceiling_1000-rnduniform-rnduniform-1000-500-0,feasible,0.0108380317687988,1000,500,0,1000,profit_ceiling,True
mckp,286863.0,weakly_correlated_10000-rnduniform-rnduniform-100-20-9,feasible,2.186451187,100,20,9,10000,weakly_correlated,True
mckp,475188.0,subset_sum_10000-rnduniform-rnduniform-200-100-0,feasible,6.403597924,200,100,0,10000,subset_sum,True
mckp,114918.0,profit_ceiling_1000-rnduniform-rnduniform-500-20-3,feasible,4.679587554,500,20,3,1000,profit_ceiling,True
mckp,384192.0,mstr_1000-rnduniform-rnduniform-1000-100-4,feasible,2.205705154,1000,100,4,1000,mstr,True
compact,443910.0,subset_sum_1000-rnduniform-rnduniform-2000-100-1,feasible,0.0297169685363769,2000,100,1,1000,subset_sum,True
mckp,112072.0,subset_sum_1000-rnduniform-rnduniform-500-100-0,feasible,1.086378696,500,100,0,1000,subset_sum,True
mckp,8202482.0,uncorrelated_10000-rnduniform-rnduniform-2000-20-8,feasible,5109.478119126,2000,20,8,10000,uncorrelated,False
compact,6614195.0,strongly_correlated_10000-rnduniform-rnduniform-2000-100-8,feasible,3600.001356124878,2000,100,8,10000,strongly_correlated,False
mckp,2255029.0,subset_sum_10000-rnduniform-rnduniform-1000-500-0,feasible,20.696801155,1000,500,0,10000,subset_sum,True
compact,527692.0,subset_sum_1000-rnduniform-rnduniform-2000-100-8,feasible,0.033174991607666,2000,100,8,1000,subset_sum,True
mckp,144489.0,strongly_correlated_1000-rnduniform-rnduniform-500-20-1,feasible,3.895862325,500,20,1,1000,strongly_correlated,True
compact,393358.0,mstr_1000-rnduniform-rnduniform-1000-20-4,feasible,3176.7003269195557,1000,20,4,1000,mstr,True
compact,647877.0,strongly_correlated_10000-rnduniform-rnduniform-200-20-7,feasible,0.2228949069976806,200,20,7,10000,strongly_correlated,True
compact,1106862.0,profit_ceiling_10000-rnduniform-rnduniform-500-20-0,feasible,0.0386438369750976,500,20,0,10000,profit_ceiling,True
compact,5293978.0,mstr_10000-rnduniform-rnduniform-2000-20-6,feasible,3600.001720905304,2000,20,6,10000,mstr,False
compact,466663.0,subset_sum_10000-rnduniform-rnduniform-200-20-2,feasible,0.0713319778442382,200,20,2,10000,subset_sum,True
compact,6153186.0,span_weakly_correlated_10000-rnduniform-rnduniform-2000-20-6,feasible,1.083791971206665,2000,20,6,10000,span_weakly_correlated,True
compact,678322.0,uncorrelated_10000-rnduniform-rnduniform-200-100-5,feasible,0.0024411678314208,200,100,5,10000,uncorrelated,True
mckp,5058263.0,weakly_correlated_10000-rnduniform-rnduniform-2000-100-1,feasible,73.46501091900001,2000,100,1,10000,weakly_correlated,True
mckp,5785974.0,span_uncorrelated_10000-rnduniform-rnduniform-1000-100-8,feasible,17.889190727,1000,100,8,10000,span_uncorrelated,True
compact,3388086.0,strongly_correlated_10000-rnduniform-rnduniform-1000-100-8,feasible,0.1389548778533935,1000,100,8,10000,strongly_correlated,True
mckp,686532.0,strongly_correlated_1000-rnduniform-rnduniform-2000-100-9,feasible,13.459519593,2000,100,9,1000,strongly_correlated,True
compact,2629126.0,weakly_correlated_10000-rnduniform-rnduniform-1000-100-3,feasible,0.2114148139953613,1000,100,3,10000,weakly_correlated,False
compact,5629512.0,weakly_correlated_10000-rnduniform-rnduniform-2000-100-8,feasible,0.3282358646392822,2000,100,8,10000,weakly_correlated,False
mckp,5126225.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-3,feasible,121.701470319,2000,100,3,10000,inverse_strongly_correlated,True
compact,379863.0,uncorrelated_similar-rnduniform-rnduniform-1000-100-6,feasible,0.0683739185333252,1000,100,6,100000,uncorrelated_similar,True
compact,3289000.0,strongly_correlated_10000-rnduniform-rnduniform-1000-20-7,feasible,3600.0009200572968,1000,20,7,10000,strongly_correlated,False
mckp,449337.0,profit_ceiling_1000-rnduniform-rnduniform-2000-20-1,feasible,148.106925847,2000,20,1,1000,profit_ceiling,True
mckp,45054.0,subset_sum_1000-rnduniform-rnduniform-200-100-0,feasible,0.517375506,200,100,0,1000,subset_sum,True
compact,525576.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-2000-20-6,feasible,69.49241709709167,2000,20,6,1000,inverse_strongly_correlated,False
mckp,3210635.0,uncorrelated_10000-rnduniform-rnduniform-1000-500-1,feasible,23.601660203,1000,500,1,10000,uncorrelated,True
mckp,292691.0,strongly_correlated_1000-rnduniform-rnduniform-1000-20-0,feasible,23.572440369,1000,20,0,1000,strongly_correlated,True
compact,1013538.0,circle_10000-rnduniform-rnduniform-200-20-8,feasible,0.0374150276184082,200,20,8,10000,circle,True
compact,1460742.0,almost_strongly_correlated_10000-rnduniform-rnduniform-500-20-1,feasible,3.403614044189453,500,20,1,10000,almost_strongly_correlated,False
compact,4760789.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-2000-100-1,feasible,0.9578192234039308,2000,100,1,10000,inverse_strongly_correlated,False
mckp,9241119.0,circle_10000-rnduniform-rnduniform-2000-100-2,feasible,90.481093579,2000,100,2,10000,circle,True
mckp,2213335.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-20-3,feasible,89.154948556,2000,20,3,10000,span_strongly_correlated,True
mckp,1039948.0,span_weakly_correlated_10000-rnduniform-rnduniform-500-20-8,feasible,15.508047962,500,20,8,10000,span_weakly_correlated,True
compact,266198.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-100-7,feasible,0.1589539051055908,1000,100,7,1000,span_weakly_correlated,True
compact,35085.0,uncorrelated_1000-rnduniform-rnduniform-100-20-8,feasible,0.0046188831329345,100,20,8,1000,uncorrelated,True
mckp,1297881.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-500-20-4,feasible,60.704550769,500,20,4,10000,inverse_strongly_correlated,True
compact,595815.0,strongly_correlated_1000-rnduniform-rnduniform-2000-20-2,feasible,3600.0011949539185,2000,20,2,1000,strongly_correlated,False
compact,5002805.0,subset_sum_10000-rnduniform-rnduniform-2000-20-6,feasible,0.0165901184082031,2000,20,6,10000,subset_sum,True
mckp,298608.0,strongly_correlated_1000-rnduniform-rnduniform-1000-20-1,feasible,19.046690348,1000,20,1,1000,strongly_correlated,True
mckp,410783.0,uncorrelated_1000-rnduniform-rnduniform-1000-20-6,feasible,45.170309925999995,1000,20,6,1000,uncorrelated,True
mckp,1520342.0,almost_strongly_correlated_10000-rnduniform-rnduniform-500-20-2,feasible,49.279006582,500,20,2,10000,almost_strongly_correlated,True
compact,18079.0,span_strongly_correlated_1000-rnduniform-rnduniform-50-20-3,feasible,0.0049259662628173,50,20,3,1000,span_strongly_correlated,True
compact,6183311.0,strongly_correlated_10000-rnduniform-rnduniform-2000-20-4,feasible,3600.00138092041,2000,20,4,10000,strongly_correlated,False
compact,878408.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-100-0,feasible,0.5070979595184326,2000,100,0,1000,span_uncorrelated,True
compact,16134.0,uncorrelated_1000-rnduniform-rnduniform-50-20-7,feasible,0.0017120838165283,50,20,7,1000,uncorrelated,True
compact,612413.0,strongly_correlated_10000-rnduniform-rnduniform-200-20-4,feasible,0.1180360317230224,200,20,4,10000,strongly_correlated,True
compact,60789.0,span_weakly_correlated_1000-rnduniform-rnduniform-500-20-0,feasible,0.2326290607452392,500,20,0,1000,span_weakly_correlated,True
mckp,428390.0,span_weakly_correlated_1000-rnduniform-rnduniform-1000-20-2,feasible,19.472193469,1000,20,2,1000,span_weakly_correlated,True
mckp,5372688.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-9,feasible,3629.944993108,2000,20,9,10000,profit_ceiling,False
mckp,140940.0,weakly_correlated_1000-rnduniform-rnduniform-500-20-7,feasible,5.151983376,500,20,7,1000,weakly_correlated,True
compact,369240.0,span_strongly_correlated_1000-rnduniform-rnduniform-1000-100-0,feasible,3600.0013132095337,1000,100,0,1000,span_strongly_correlated,False
mckp,100135.0,circle_1000-rnduniform-rnduniform-200-20-9,feasible,0.308194452,200,20,9,1000,circle,True
compact,156246.0,strongly_correlated_1000-rnduniform-rnduniform-500-20-4,feasible,0.1304700374603271,500,20,4,1000,strongly_correlated,True
mckp,5620397.0,weakly_correlated_10000-rnduniform-rnduniform-2000-100-7,feasible,105.803930942,2000,100,7,10000,weakly_correlated,True
compact,9583655.0,circle_10000-rnduniform-rnduniform-2000-20-3,feasible,3600.001384973526,2000,20,3,10000,circle,False
mckp,157548.0,almost_strongly_correlated_1000-rnduniform-rnduniform-500-20-6,feasible,6.35137826,500,20,6,1000,almost_strongly_correlated,True
compact,225264.0,profit_ceiling_1000-rnduniform-rnduniform-1000-100-0,feasible,0.0548899173736572,1000,100,0,1000,profit_ceiling,True
compact,4454640.0,profit_ceiling_10000-rnduniform-rnduniform-2000-20-0,feasible,0.0196709632873535,2000,20,0,10000,profit_ceiling,False
mckp,4640784.0,subset_sum_10000-rnduniform-rnduniform-2000-20-2,feasible,549.8602283690001,2000,20,2,10000,subset_sum,True
compact,4048144.0,span_weakly_correlated_10000-rnduniform-rnduniform-1000-20-8,feasible,0.0147609710693359,1000,20,8,10000,span_weakly_correlated,False
mckp,45471.0,profit_ceiling_1000-rnduniform-rnduniform-200-20-2,feasible,0.3122270159999999,200,20,2,1000,profit_ceiling,True
compact,58655.0,strongly_correlated_1000-rnduniform-rnduniform-200-20-2,feasible,0.0260829925537109,200,20,2,1000,strongly_correlated,True
compact,4517904.0,span_strongly_correlated_10000-rnduniform-rnduniform-1000-20-8,feasible,0.0186460018157959,1000,20,8,10000,span_strongly_correlated,True
compact,442288.0,circle_10000-rnduniform-rnduniform-100-20-3,feasible,0.0263218879699707,100,20,3,10000,circle,True
mckp,16134.0,uncorrelated_1000-rnduniform-rnduniform-50-20-7,feasible,0.113735798,50,20,7,1000,uncorrelated,True
compact,9076788.0,span_strongly_correlated_10000-rnduniform-rnduniform-2000-20-2,feasible,3600.0015330314636,2000,20,2,10000,span_strongly_correlated,False
compact,478487.0,subset_sum_1000-rnduniform-rnduniform-2000-100-4,feasible,0.0271589756011962,2000,100,4,1000,subset_sum,True
mckp,657699.0,almost_strongly_correlated_1000-rnduniform-rnduniform-2000-20-7,feasible,218.761660188,2000,20,7,1000,almost_strongly_correlated,True
compact,28215.0,inverse_strongly_correlated_1000-rnduniform-rnduniform-100-20-7,feasible,0.0293309688568115,100,20,7,1000,inverse_strongly_correlated,True
mckp,501898.0,weakly_correlated_10000-rnduniform-rnduniform-200-20-3,feasible,4.419508362,200,20,3,10000,weakly_correlated,True
mckp,10139171.0,circle_10000-rnduniform-rnduniform-2000-100-8,feasible,75.13186393,2000,100,8,10000,circle,True
compact,865999.0,span_uncorrelated_1000-rnduniform-rnduniform-2000-20-4,feasible,0.0125589370727539,2000,20,4,1000,span_uncorrelated,True
compact,3276305.0,strongly_correlated_10000-rnduniform-rnduniform-1000-20-8,feasible,14.77169680595398,1000,20,8,10000,strongly_correlated,False
mckp,580298.0,weakly_correlated_10000-rnduniform-rnduniform-200-20-9,feasible,3.617997967,200,20,9,10000,weakly_correlated,True
mckp,294276.0,weakly_correlated_1000-rnduniform-rnduniform-1000-20-9,feasible,34.140032172,1000,20,9,1000,weakly_correlated,True
compact,1193750.0,inverse_strongly_correlated_10000-rnduniform-rnduniform-500-20-0,feasible,108.10758900642396,500,20,0,10000,inverse_strongly_correlated,False
mckp,6362582.0,strongly_correlated_10000-rnduniform-rnduniform-2000-20-5,feasible,1547.130328894,2000,20,5,10000,strongly_correlated,True
mckp,205573.0,uncorrelated_1000-rnduniform-rnduniform-500-20-6,feasible,5.968810424,500,20,6,1000,uncorrelated,True
compact,731893.0,uncorrelated_10000-rnduniform-rnduniform-200-20-3,feasible,0.0159180164337158,200,20,3,10000,uncorrelated,True
mckp,387438.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-3,feasible,1.631353211,1000,100,3,1000,uncorrelated,True
compact,2503888.0,mstr_10000-rnduniform-rnduniform-1000-20-3,feasible,3600.0006968975067,1000,20,3,10000,mstr,False
mckp,2598150.0,subset_sum_10000-rnduniform-rnduniform-1000-20-8,feasible,180.537496352,1000,20,8,10000,subset_sum,True
mckp,5148212.0,mstr_10000-rnduniform-rnduniform-2000-20-4,feasible,1364.0023851259998,2000,20,4,10000,mstr,True
mckp,265724.0,subset_sum_1000-rnduniform-rnduniform-1000-20-8,feasible,22.234459462,1000,20,8,1000,subset_sum,True
compact,232393.0,subset_sum_10000-rnduniform-rnduniform-100-20-5,feasible,0.2244448661804199,100,20,5,10000,subset_sum,True
mckp,391108.0,uncorrelated_1000-rnduniform-rnduniform-1000-100-5,feasible,1.463954018,1000,100,5,1000,uncorrelated,True
compact,2547057.0,profit_ceiling_10000-rnduniform-rnduniform-1000-20-7,feasible,0.0200350284576416,1000,20,7,10000,profit_ceiling,True
mckp,301480.0,strongly_correlated_10000-rnduniform-rnduniform-100-20-5,feasible,2.49388471,100,20,5,10000,strongly_correlated,True
compact,2779455.0,weakly_correlated_10000-rnduniform-rnduniform-1000-20-4,feasible,0.1535639762878418,1000,20,4,10000,weakly_correlated,False
